TDB企業コード,企業名,所在地,TDB産業大分類,決算期年,決算期月,従業員数,資産合計,流動資産,当座資産,現金・預金,売掛金,棚卸資産,その他流動資産,固定資産,有形固定資産,負債純資産合計,負債合計,流動負債,支払手形,短期借入金,長期借入金,純資産合計,株主資本,利益剰余金,営業収益,営業費用,売上原価,売上総利益,販売費及び一般管理費,役員報酬,給料手当,役員賞与,賞与,減価償却費,営業利益,営業外費用,経常利益,税引前当期純利益,当期純利益
580272040,株式会社　アプラスフィナンシャル,13104_東京都新宿区,H_金融・保険業,2012,3,7,153460000,87352000,67313000,10372000,56941000,,20870000,66107000,,153460000,78928000,78901000,,,,74531000,74531000,4595000,5261000,797000,,5261000,797000,46000,53000,,,,4463000,,4473000,4473000,4595000
580274957,株式会社　電響社,27111_大阪府大阪市浪速区,G_卸・小売業，飲食店,2010,3,137,23469000,9150000,6829000,3464000,2463000,1655000,663000,14318000,2023000,23469000,3490000,2159000,,,730000,19978000,19683000,14900000,17052000,17136000,14521000,2530000,2615000,,725000,,,41000,-84000,204000,441000,365000,170000
580274957,株式会社　電響社,27111_大阪府大阪市浪速区,G_卸・小売業，飲食店,2011,3,134,23396000,8944000,7345000,3640000,2715000,1000000,595000,14451000,1588000,23396000,3438000,2393000,,,492000,19957000,19736000,14959000,18067000,18002000,15415000,2652000,2587000,,749000,,,32000,64000,237000,620000,524000,310000
580274957,株式会社　電響社,27111_大阪府大阪市浪速区,G_卸・小売業，飲食店,2012,3,138,23617000,9434000,7675000,3167000,2963000,1121000,633000,14183000,1530000,23617000,3282000,2525000,,,254000,20335000,20107000,15332000,19835000,19400000,16664000,3170000,2736000,,771000,,,29000,433000,156000,1103000,1044000,623000
580276021,福島工業　株式会社,27113_大阪府大阪市西淀川区,F_製造業,2010,3,852,27130076,16725341,15083399,8088829,4448350,1270249,526207,10404735,6365660,27130076,8653578,7310850,665274,,549935,18476498,18305425,12681584,26626151,25279019,20046530,6579620,5232489,,1692881,,,104068,1347131,155623,1350649,1275181,670446
580276021,福島工業　株式会社,27113_大阪府大阪市西淀川区,F_製造業,2011,3,870,29284057,19049090,17119729,9482484,4915623,1485947,598023,10234967,6353039,29284057,10475915,9248272,756602,,434779,18808141,18667861,13372242,29541792,27481921,22247032,7294760,5234889,,1747948,,,101418,2059870,153608,2078529,1831217,932605
580276021,福島工業　株式会社,27113_大阪府大阪市西淀川区,F_製造業,2012,3,903,32094698,20678777,18469093,9378893,5724258,1703932,601651,11415921,6023652,32094698,11874375,10607549,831404,,314623,20220323,19745375,14449899,34193140,32107983,26597550,7595589,5510433,,1787005,,,96307,2085155,27401,2407961,2352259,1321312
580278464,日本ハム　株式会社,27128_大阪府大阪市中央区,F_製造業,2010,3,1983,418732000,276132000,161951000,29282000,80198000,36328000,78147000,142600000,60064000,418732000,235850000,155670000,1057000,,18837000,182882000,182310000,131847000,636541000,631998000,561169000,75372000,70829000,,8796000,,2597000,2159000,4543000,2941000,15350000,6633000,4900000
580278464,日本ハム　株式会社,27128_大阪府大阪市中央区,F_製造業,2011,3,1958,415878000,281393000,153192000,37568000,85188000,40780000,87824000,134485000,58374000,415878000,229498000,153723000,930000,4861000,14680000,186380000,186212000,135658000,668973000,660608000,589865000,79108000,70743000,,8412000,,2689000,2446000,8365000,2976000,15308000,10683000,7265000
580278464,日本ハム　株式会社,27127_大阪府大阪市北区,F_製造業,2012,3,1907,404114000,276187000,143333000,49799000,88030000,46155000,87031000,127927000,56447000,404114000,218138000,156959000,885000,4825000,20223000,185976000,184603000,134030000,685862000,682878000,613903000,71959000,68975000,,7851000,,2649000,2298000,2984000,2571000,9777000,3749000,1785000
580279551,永大化工　株式会社,27126_大阪府大阪市平野区,F_製造業,2010,3,105,7617735,4311041,3051568,1268993,1373553,746438,513028,3306694,2574262,7617735,2674270,1719619,206099,200000,432790,4943464,4582092,2334125,6253772,6189862,5031631,1222140,1158231,36060,403063,,,46489,63908,53915,54682,-140750,-141900
580279551,永大化工　株式会社,27126_大阪府大阪市平野区,F_製造業,2011,3,101,7198933,4026873,3108663,1421561,1168643,651887,266319,3172060,2515383,7198933,2071905,1286160,127233,50000,232190,5127027,4802096,2554337,5803701,5596202,4422196,1381504,1174006,57090,384972,,,58417,207497,49245,212985,222669,220212
580279551,永大化工　株式会社,27126_大阪府大阪市平野区,F_製造業,2012,3,108,7337802,4117860,3186114,1614849,1147161,599895,331845,3219942,2462118,7337802,1954592,1361200,589162,50000,95160,5383210,4988845,2741087,5457908,5298331,4101242,1356666,1197089,54060,391169,,,57820,159576,66464,147996,123073,206505
580282181,株式会社　ロイヤルホテル,27127_大阪府大阪市北区,L_サービス業,2010,3,1578,91139000,6788000,3449000,1513000,1914000,322000,3019000,84351000,36937000,91139000,58680000,7044000,,1038000,41646000,32459000,30272000,-2759000,33006000,32486000,9692000,23313000,22794000,,8273000,,,1657000,518000,1053000,168000,-2928000,-2942000
580282181,株式会社　ロイヤルホテル,27127_大阪府大阪市北区,L_サービス業,2011,3,1585,74370000,3697000,2554000,838000,1626000,330000,816000,70672000,35796000,74370000,56964000,45976000,,1708000,532000,17405000,15102000,-17927000,32628000,32092000,9781000,22846000,22311000,,7944000,,,1609000,534000,980000,41000,-15161000,-15168000
580282181,株式会社　ロイヤルホテル,27127_大阪府大阪市北区,L_サービス業,2012,3,1543,53015000,4464000,3220000,1364000,1827000,319000,928000,48550000,28261000,53015000,42884000,6754000,,1378000,23039000,10130000,7555000,-25474000,31747000,33403000,9729000,22018000,23674000,,8203000,,,1942000,-1656000,903000,-1758000,-6896000,-7546000
580284720,メック　株式会社,28202_兵庫県尼崎市,F_製造業,2010,3,163,8504766,4874951,4236874,2758841,1162403,178646,464836,3629815,2262522,8504766,2611796,1503608,378937,539950,,5892970,5808110,4860350,4512556,4406657,2034751,2477804,2371906,114279,504968,,,43846,105898,41649,429352,442631,482924
580284720,メック　株式会社,28202_兵庫県尼崎市,F_製造業,2011,3,168,8165389,3380560,2768782,1317489,1151603,198129,427896,4784828,3477330,8165389,2678180,1726263,384880,480000,,5487209,5416691,4376190,5058113,4918082,2325037,2733076,2593045,129000,544144,,,35275,140030,131653,355756,-177202,-230775
580284720,メック　株式会社,28202_兵庫県尼崎市,F_製造業,2012,3,168,8737129,4165125,2299675,1090722,994895,203558,1666898,4572004,3364592,8737129,2577319,2415678,336699,480000,,6159810,6108235,5067747,4340408,4293085,1832186,2508221,2460899,95970,612741,,,31147,47321,107650,1512792,1454129,1052836
580285182,東洋シヤッター　株式会社,27128_大阪府大阪市中央区,F_製造業,2010,3,538,15035087,6592629,4604738,644412,2377040,1313525,727196,8442458,7963730,15035087,9565455,8301778,2204125,3700000,1036000,5469632,5468475,3667382,15953195,16604307,12540220,3412974,4064087,,1901753,,59639,53049,-651112,156336,-719814,-838286,-892563
580285182,東洋シヤッター　株式会社,27128_大阪府大阪市中央区,F_製造業,2011,3,482,14493951,6359001,4117228,836432,2605103,1543224,753041,8134949,7705397,14493951,9630013,8832401,2789265,4050000,549714,4863937,4860585,2687908,15509967,15651522,12157856,3352111,3493666,,1634897,,,57889,-141555,177516,-246121,-913179,-979474
580285182,東洋シヤッター　株式会社,27128_大阪府大阪市中央区,F_製造業,2012,3,473,15361578,7201545,5432077,1217987,3106198,1573520,227706,8160033,7464865,15361578,10282213,9811894,3797762,3835714,198000,5079364,5074189,2901630,17272787,16842321,13527679,3745108,3314642,,1511104,,49657,61302,430466,170693,292963,292963,213722
580286706,ＩＭＶ　株式会社,27113_大阪府大阪市西淀川区,F_製造業,2010,9,133,6880671,3718724,2894711,1110047,1338693,698678,126431,3161947,2908820,6880671,4784351,3527263,535809,1554300,1007265,2096319,2098505,1185452,4160602,3756039,2747873,1412728,1008166,81911,216853,,48496,26381,404562,60016,398621,298953,346593
580286706,ＩＭＶ　株式会社,27113_大阪府大阪市西淀川区,F_製造業,2011,9,134,6308347,3572189,2426653,771827,1007905,999294,147336,2736158,2594648,6308347,4063451,3015689,575947,1087866,767254,2244896,2245037,1331985,4603730,4248683,3064647,1539082,1184036,118049,234618,,65768,21868,355046,49857,348986,324251,179222
580286706,ＩＭＶ　株式会社,27113_大阪府大阪市西淀川区,F_製造業,2012,9,140,7325945,4328011,3033625,947303,1187141,1130560,165123,2997934,2740827,7325945,4720713,4088130,956912,1530000,353142,2605232,2598698,1685646,5902655,5220452,3785261,2117393,1435191,126135,264031,,84588,24895,682202,34068,694598,689161,419041
580287267,ＦＣＭ　株式会社,27115_大阪府大阪市東成区,F_製造業,2010,3,210,8855360,4690008,4194622,242665,2756704,429377,67770,4165351,3932362,8855360,5544395,2976847,,200000,2181000,3310964,3311984,1797733,13818624,13263300,12007667,1810957,1255633,100564,319141,,,35532,555323,37699,621927,617511,405653
580287267,ＦＣＭ　株式会社,27115_大阪府大阪市東成区,F_製造業,2011,3,206,9409214,5461584,4997753,317224,3429495,427992,45122,3947629,3705528,9409214,5866145,3396291,,,2070910,3543068,3544732,2030633,16553747,16033927,14735713,1818034,1298214,101269,330301,,,34803,519820,22949,572021,570073,355598
580287267,ＦＣＭ　株式会社,27115_大阪府大阪市東成区,F_製造業,2012,3,201,9818134,5467466,4885660,844648,2946907,511037,77589,4350668,4114223,9818134,6270096,4731245,,100000,1104328,3548038,3550205,2036288,18042591,17874200,16571932,1470659,1302268,116409,326691,,,37472,168391,21821,206514,201518,113012
580288881,株式会社　ヒラノテクシード,29420_奈良県北葛城郡,F_製造業,2010,3,227,16961476,13109849,11667128,4872473,3498126,994387,452730,3851626,2467153,16961476,5063677,4006376,1992347,,274320,11897799,11717221,8932529,13044726,12578869,11360022,1684704,1218847,105510,283220,,,187918,465856,20442,505402,548780,341674
580288881,株式会社　ヒラノテクシード,29420_奈良県北葛城郡,F_製造業,2011,3,231,21911700,17735429,14347772,4318978,4482745,2932014,458438,4176271,2526463,21911700,9540220,8313002,3954574,,428740,12371479,12261602,9479790,15471511,14345010,12837386,2634125,1507624,113799,304179,,,209397,1126500,14519,1202171,1181128,712794
580288881,株式会社　ヒラノテクシード,29420_奈良県北葛城郡,F_製造業,2012,3,234,19836553,15481673,13258261,5318829,5339215,1733824,492482,4354880,2475968,19836553,6935321,5703369,2092339,55000,455060,12901231,12783078,10002382,17484171,16371755,14952661,2531510,1419094,114194,309293,,,182369,1112415,15262,1208302,1206377,718333
580291232,エスフーズ　株式会社,28204_兵庫県西宮市,G_卸・小売業，飲食店,2010,2,551,40956075,21565817,14844775,6841025,7905141,3986491,2846300,19390257,7393743,40956075,12965829,8118616,,,3295911,27990246,27893914,14627200,77848809,74397980,68420464,9428344,5977516,88199,1431869,15900,,485882,3450828,255627,3597009,3819987,2156350
580291232,エスフーズ　株式会社,28204_兵庫県西宮市,G_卸・小売業，飲食店,2011,2,568,43739681,22040855,16401553,7559816,8667698,4627227,1117203,21698825,9888170,43739681,14090902,9251249,,,3310598,29648779,29495998,16230095,90034611,86724071,80533991,9500619,6190080,135912,1502838,17100,,299637,3310538,180198,3722129,3630769,2247134
580291232,エスフーズ　株式会社,28204_兵庫県西宮市,G_卸・小売業，飲食店,2012,2,563,45397321,23484972,16656958,7424784,9087613,4379700,2567660,21912349,9524364,45397321,14195164,9606753,,,3313150,31202157,31044595,17779624,93726031,90255624,84082287,9643743,6173337,93785,1498243,14100,,271841,3470406,155988,3780867,3860207,2221736
580291528,株式会社　サンユウ,27210_大阪府枚方市,F_製造業,2010,3,159,12543008,7799106,5172304,1573146,1637038,2245188,402793,4743902,3498805,12543008,5744363,4352718,488745,,866900,6798644,6702030,3892434,10052652,10220983,9175349,877302,1045634,116601,221384,,33431,38510,-168331,25459,-126996,-126703,-83592
580291528,株式会社　サンユウ,27210_大阪府枚方市,F_製造業,2011,3,141,14282941,8265188,5393015,1190894,1821251,2603688,296347,6017752,3340344,14282941,7303253,5211344,448612,,1693700,6979687,6948618,4139022,12896566,12430640,11231309,1665257,1199331,101962,248613,,26662,78022,465926,37512,486344,460916,288901
580291528,株式会社　サンユウ,27210_大阪府枚方市,F_製造業,2012,3,144,16026009,8701110,5136906,858831,2192847,3282578,301113,7324899,3331615,16026009,8807937,6399782,492456,,2045000,7218072,7176335,4366739,13702968,13261244,12090745,1612222,1170499,100782,250919,,39080,68638,441723,103167,443024,431441,270029
580293756,コンドーテック　株式会社,27106_大阪府大阪市西区,G_卸・小売業，飲食店,2010,3,561,23616369,13943432,11777543,3234699,3406765,1878746,336416,9672936,7854420,23616369,9299341,7621280,2204510,,,14317027,15057457,11131632,27347129,26413348,21291159,6055969,5122189,206889,1650031,,234995,138692,933780,44498,986644,1156292,664106
580293756,コンドーテック　株式会社,27106_大阪府大阪市西区,G_卸・小売業，飲食店,2011,3,563,24142180,13706054,11489228,3164633,3893135,1904633,415489,10436126,7490009,24142180,9827063,8367273,2336247,,,14315117,15488725,11562905,28883074,27695989,22687514,6195559,5008475,196747,1654928,,230904,172170,1187084,49967,1194022,1324375,768285
580293756,コンドーテック　株式会社,27106_大阪府大阪市西区,G_卸・小売業，飲食店,2012,3,556,26121244,15967426,13257139,2115342,4284831,2268373,468719,10153817,7298537,26121244,11113338,9654416,2278464,,,15007905,16161977,12236261,32362985,30474121,25168690,7194295,5305431,,1644196,,309233,169944,1888863,47336,1895430,1876526,1023308
580295189,極東開発工業　株式会社,28204_兵庫県西宮市,F_製造業,2010,3,812,68247000,26217000,19789000,2905000,7702000,4648000,1803000,42030000,26627000,68247000,16612000,8618000,960000,,591000,51634000,51354000,29881000,30039000,32476000,24893000,5146000,7583000,,2593000,,,285000,-2437000,455000,-2365000,-2599000,-1915000
580295189,極東開発工業　株式会社,28204_兵庫県西宮市,F_製造業,2011,3,823,71876000,30576000,23784000,3417000,8235000,4362000,2497000,41299000,25871000,71876000,20144000,9931000,1048000,,3580000,51731000,51354000,29881000,30290000,30097000,24260000,6030000,5837000,,2641000,,,247000,192000,386000,434000,287000,238000
580295189,極東開発工業　株式会社,28204_兵庫県西宮市,F_製造業,2012,3,852,75597000,33739000,26083000,2095000,11571000,4360000,3405000,41857000,26296000,75597000,21837000,12950000,1453000,,2654000,53759000,53056000,31583000,36822000,35194000,28840000,7981000,6354000,,2746000,,,215000,1626000,237000,1901000,3213000,2019000
580303057,扶桑化学工業　株式会社,27128_大阪府大阪市中央区,F_製造業,2010,3,391,37597296,18089851,11602741,5226854,5565292,4043264,2445464,19507445,12260216,37597296,22557114,8611639,219950,200000,11928950,15040182,14816682,11971299,22824582,20534104,16117643,6706939,4416461,167565,830286,,101948,635072,2290478,338116,2175312,2031850,1208725
580303057,扶桑化学工業　株式会社,27128_大阪府大阪市中央区,F_製造業,2011,3,389,34812760,17196005,11759315,5405254,5363741,3756189,1681226,17616754,10623284,34812760,18095592,7715873,116234,200000,8259350,16717168,16570248,13725002,23358885,19548519,15224436,8134448,4324083,169062,833088,,152003,445363,3810364,279190,3695133,3283205,1974253
580303057,扶桑化学工業　株式会社,27128_大阪府大阪市中央区,F_製造業,2012,3,395,30215122,13824560,7953294,2090654,4943793,4364888,1507015,16390561,10618386,30215122,12362214,6363101,39791,200000,4822050,17852907,17689930,14845227,21071507,18246564,13889018,7182489,4357546,128031,933556,,189644,344974,2824943,172418,2933079,2508477,1309264
580305267,東和薬品　株式会社,27223_大阪府門真市,F_製造業,2010,3,1249,59629298,36722149,24942606,10775175,4975965,10668113,1450605,22907149,18876040,59629298,18088309,13180899,1068057,,4000000,41540989,41516430,28938941,37836801,30255466,18205645,19631155,12049821,97950,4487648,,,140863,7581333,522558,7272578,7196464,4525445
580305267,東和薬品　株式会社,27223_大阪府門真市,F_製造業,2011,3,1368,71245000,41369000,26726000,9332000,5887000,13284000,1599000,29876000,25286000,71245000,25149000,15831000,1041000,,8500000,46096000,46126000,33549000,44780000,35393000,20754000,24026000,14639000,97000,5139000,,,222000,9386000,479000,9137000,9174000,5683000
580305267,東和薬品　株式会社,27223_大阪府門真市,F_製造業,2012,3,1468,79085000,40785000,21639000,3879000,7170000,17089000,2175000,38300000,33650000,79085000,29200000,18949000,1042000,,9192000,49885000,49908000,37958000,47225000,38200000,21072000,26153000,17128000,103000,5659000,,,365000,9025000,113000,9768000,9662000,5696000
580308518,株式会社　ＣＤＧ,27128_大阪府大阪市中央区,L_サービス業,2010,3,146,4215655,3783848,3516719,2203868,1199040,177335,89922,431806,42836,4215655,1871404,1659375,685509,,,2344250,2341324,1960540,7648601,7287605,5651618,1996982,1635987,98294,610949,,65890,11982,360995,2238,395551,396792,156127
580308518,株式会社　ＣＤＧ,27128_大阪府大阪市中央区,L_サービス業,2011,3,150,4781870,4271781,4008805,2175826,1686585,135406,127747,510088,60650,4781870,2289316,2073427,847941,,,2492553,2496898,2163660,8717879,8236959,6432167,2285711,1804792,127350,640639,,116670,13165,480919,1659,504051,479069,272758
580308518,株式会社　ＣＤＧ,27127_大阪府大阪市北区,L_サービス業,2012,3,145,5299421,4607266,4429940,2027905,2329101,77286,100995,692155,83809,5299421,2314684,2094290,790491,,,2984737,2976312,2628092,10373315,9558085,7684413,2688902,1873672,119110,621177,,141822,22687,815229,2086,826707,826639,542878
580312127,株式会社　光陽社,27128_大阪府大阪市中央区,F_製造業,2010,3,192,2324147,1382076,1297412,518561,543088,68758,33161,942070,772841,2324147,1958802,748673,251442,,571240,365345,365726,-1708074,3556612,3682731,2789520,767091,893211,40916,430586,,14034,26650,-126119,60666,-153650,-352542,-365568
580312127,株式会社　光陽社,27128_大阪府大阪市中央区,F_製造業,2011,3,164,2415844,1583676,1433767,630281,524978,111935,49174,832167,641796,2415844,2034778,843542,339506,,700444,381065,381600,-1692144,3704727,3588431,2774250,930477,814181,36852,408167,,,23624,116295,112087,25770,28956,15930
580312127,株式会社　光陽社,27128_大阪府大阪市中央区,F_製造業,2012,3,159,2379000,1669050,1513572,665838,615110,116252,44844,709950,545449,2379000,1911643,854939,338498,,588940,467356,467932,-1605759,3827138,3717302,2890377,936761,826925,42792,397664,,8570,25797,109836,32271,96422,95935,86385
580312969,萬世電機　株式会社,27103_大阪府大阪市福島区,G_卸・小売業，飲食店,2010,3,191,14452559,12470018,11102374,3176021,5230029,897186,483929,1982541,343733,14452559,7472455,7071320,1763877,350000,,6980104,6952576,5116072,19549847,19524589,17297448,2252398,2227141,75139,917946,,,59030,25257,26877,43343,-114077,-110157
580312969,萬世電機　株式会社,27103_大阪府大阪市福島区,G_卸・小売業，飲食店,2011,3,181,15694653,13695630,12296065,3096765,6330683,688298,725983,1999023,330531,15694653,8614228,8209516,977731,350000,,7080424,7048141,5212449,22080990,21797320,19667277,2413713,2130043,78480,882760,,,35328,283670,47820,278931,277120,133081
580312969,萬世電機　株式会社,27103_大阪府大阪市福島区,G_卸・小売業，飲食店,2012,3,178,15555558,13710025,12581517,3866451,5365949,554933,589260,1845532,312589,15555558,8311513,7909104,1123936,350000,,7244044,7222927,5387235,20711495,20282158,18135403,2576091,2146755,80908,894775,,,29105,429336,28309,426658,434489,220648
580317778,積水樹脂　株式会社,27127_大阪府大阪市北区,F_製造業,2010,3,317,74602000,45458000,39693000,17600000,11981000,3818000,1955000,29143000,12309000,74602000,24761000,21602000,4831000,,,49840000,49401000,25792000,46496000,39699000,31274000,15222000,8425000,149000,1268000,,173000,54000,6796000,603000,7186000,6673000,3613000
580317778,積水樹脂　株式会社,27127_大阪府大阪市北区,F_製造業,2011,3,315,77491000,47874000,41716000,20951000,12639000,4100000,2065000,29617000,11868000,77491000,24769000,21616000,4511000,,,52722000,52453000,28849000,45229000,38913000,30900000,14329000,8013000,157000,1279000,,145000,37000,6315000,487000,6788000,6750000,3947000
580317778,積水樹脂　株式会社,27127_大阪府大阪市北区,F_製造業,2012,3,312,83428000,51974000,45221000,19644000,14454000,4066000,2695000,31453000,11654000,83428000,27740000,24632000,5514000,,,55687000,55480000,31877000,49830000,43245000,34929000,14901000,8316000,127000,1314000,,153000,55000,6585000,425000,7115000,7053000,4052000
580320183,株式会社　グルメ杵屋,27125_大阪府大阪市住之江区,G_卸・小売業，飲食店,2010,3,867,25948460,4374779,2420911,2220517,200394,123330,1875277,21573680,4322124,25948460,9064302,5237212,,,3665859,16884157,16834203,4392761,30319095,30763000,15824454,14494640,14938546,62664,6442033,,200972,451399,-443906,151686,-230452,-1431293,-1567475
580320183,株式会社　グルメ杵屋,27125_大阪府大阪市住之江区,G_卸・小売業，飲食店,2011,3,765,20967823,3349232,2248552,2079434,169118,112549,1448128,17618590,4018308,20967823,8869339,4415609,,,3327140,12098484,12058428,-382044,26694059,26781067,13852707,12841351,12928360,70926,5853144,,15335,364427,-87008,181867,32314,-4518782,-4640309
580320183,株式会社　グルメ杵屋,27125_大阪府大阪市住之江区,G_卸・小売業，飲食店,2012,3,748,22349900,3934825,2364990,2176987,188003,126925,1850706,18415074,3702691,22349900,10183504,4961137,,300000,3867814,12166396,12109750,-329043,25654670,25292527,13296745,12357924,11995782,59463,5636282,,,300916,362142,239566,411337,172,53000
580322007,株式会社　中西製作所,27116_大阪府大阪市生野区,F_製造業,2010,3,411,13430188,9368258,7221911,2757012,3635113,1886256,265172,4061930,3069410,13430188,6437806,4283111,824721,100000,1094296,6992382,7487611,4507233,18500952,17786885,14067170,4433782,3719715,54870,1691063,,,46560,714066,34545,812270,810209,407400
580322007,株式会社　中西製作所,27116_大阪府大阪市生野区,F_製造業,2011,3,399,12627145,8771760,7223261,2748364,4001772,1307952,245076,3855385,3014461,12627145,5416747,4125495,474847,100000,200000,7210398,7693688,4713318,20374578,19679316,15883385,4491192,3795931,57450,1704257,,,47368,695261,27840,774006,592704,269112
580322007,株式会社　中西製作所,27116_大阪府大阪市生野区,F_製造業,2012,3,390,13496133,9418772,7982431,2839112,3993824,1252642,198448,4077361,3026643,13496133,5980782,4205799,728964,200000,580000,7515351,7985592,5005222,18335777,17594120,13848091,4487685,3746029,58380,1643828,,,51917,741655,21246,825108,822470,354931
580322544,丸大食品　株式会社,27207_大阪府高槻市,F_製造業,2010,3,1327,104364000,38418000,23136000,6172000,16887000,11410000,3903000,65946000,42285000,104364000,47828000,33823000,261000,2090000,8570000,56536000,54851000,26505000,157184000,153883000,118600000,38584000,35283000,,6064000,,981000,892000,3300000,1158000,3818000,2771000,2972000
580322544,丸大食品　株式会社,27207_大阪府高槻市,F_製造業,2011,3,1305,104224000,42372000,26227000,9084000,17062000,11335000,4842000,61852000,39078000,104224000,45974000,36677000,263000,5599000,4580000,58250000,56749000,29044000,152284000,149117000,113999000,38285000,35118000,,5923000,,1004000,804000,3166000,1034000,3935000,2374000,3464000
580322544,丸大食品　株式会社,27207_大阪府高槻市,F_製造業,2012,3,1254,104135000,40569000,24628000,5097000,19434000,10840000,5126000,63566000,37862000,104135000,43080000,35373000,233000,7500000,3446000,61055000,59045000,31340000,153283000,149399000,114792000,38491000,34607000,,5682000,,976000,658000,3883000,868000,4441000,3509000,3335000
580323121,株式会社　田中化学研究所,18201_福井県福井市,F_製造業,2010,3,151,14594002,6399975,4328103,1571081,2722768,1848485,223384,8194027,7776521,14594002,7687669,5661690,109660,600000,1741900,6906332,6832043,2043836,16110724,15662655,14324161,1786562,1338494,105700,134915,,27918,28934,448068,81219,413154,374210,334849
580323121,株式会社　田中化学研究所,18201_福井県福井市,F_製造業,2011,3,165,17723520,5026408,3217149,1284137,1839210,1706160,103095,12697111,12301774,17723520,10827154,9489505,78267,500000,1008700,6896365,6824411,2036259,16309622,16113749,14595747,1713874,1518002,123360,176897,,38426,40243,195872,75922,144470,92056,93621
580323121,株式会社　田中化学研究所,18201_福井県福井市,F_製造業,2012,3,199,14245423,3962853,2450642,1337129,1039464,1092453,419755,10282570,9915944,14245423,8764949,4764919,65640,700000,3623000,5480473,5408399,620247,10257575,11369616,9750275,507299,1619341,105642,171976,,30228,55602,-1112041,86306,-1177678,-1198449,-1314813
580323864,株式会社　ソフトウェア・サービス,27123_大阪府大阪市淀川区,L_サービス業,2010,4,514,8593389,4966955,4699145,3770878,926130,153755,121028,3626434,3152458,8593389,1786733,1786733,,,,6806655,6809970,5113738,7931746,6123408,5238710,2693036,884698,56520,352532,,,76068,1808338,223,1818272,1814017,1066635
580323864,株式会社　ソフトウェア・サービス,27123_大阪府大阪市淀川区,L_サービス業,2011,4,554,9502099,6022955,5572980,3494079,2078901,361693,96406,3479143,3007956,9502099,2155239,2155239,,,,7346859,7339920,5643900,7618759,6289795,5303677,2315081,986118,55357,433949,,,30771,1328963,10668,1360511,1359725,797011
580323864,株式会社　ソフトウェア・サービス,27123_大阪府大阪市淀川区,L_サービス業,2012,10,643,10615450,7022427,6470107,5520183,949924,285779,273539,3593022,3326839,10615450,1857765,1857765,,,,8757684,8747282,7137542,10586421,8160157,7390877,3195544,769280,55200,304576,,,18930,2426263,262,2438154,2437865,1398159
580326525,エスケー化研　株式会社,27211_大阪府茨木市,F_製造業,2010,3,1057,64293000,46713000,42403000,26032000,9309000,3009000,1481000,17580000,10727000,64293000,14986000,13260000,1076000,2050000,,49307000,49305000,47466000,56386000,49616000,39348000,17038000,10268000,,3299000,,,79000,6770000,175000,6861000,6861000,3997000
580326525,エスケー化研　株式会社,27211_大阪府茨木市,F_製造業,2011,3,1092,70110000,52793000,47919000,29900000,10715000,3506000,1518000,17317000,10617000,70110000,16649000,14850000,1236000,2050000,,53460000,53461000,51787000,64077000,55596000,44485000,19591000,11111000,,3502000,,,80000,8480000,553000,8180000,8178000,4891000
580326525,エスケー化研　株式会社,27211_大阪府茨木市,F_製造業,2012,3,1113,75866000,56709000,50564000,31949000,10913000,4870000,1299000,19156000,10721000,75866000,17895000,16007000,1299000,2050000,,57970000,57971000,56540000,70287000,60916000,49504000,20783000,11412000,,3570000,,,71000,9370000,109000,9581000,9581000,5463000
580328557,高圧ガス工業　株式会社,27127_大阪府大阪市北区,G_卸・小売業，飲食店,2010,3,467,54143206,29831896,27572010,8035834,12915766,1024373,1275508,24311309,15515048,54143206,21759374,17998580,3797051,3240000,3000000,32383831,31532574,26106549,53351947,50332669,43096189,10255759,7236480,,1235417,,179029,1130422,3019278,165747,3694007,3519746,2072730
580328557,高圧ガス工業　株式会社,27127_大阪府大阪市北区,G_卸・小売業，飲食店,2011,3,471,56482494,33402067,31052408,10441400,13716272,1016505,1407152,23080426,14642080,56482494,22707011,20832931,3839713,2440000,1000000,33775483,33092692,27673233,57596314,54225617,46964034,10632280,7261583,,1188306,,184242,977398,3370696,128470,3964955,3828144,2228715
580328557,高圧ガス工業　株式会社,27127_大阪府大阪市北区,G_卸・小売業，飲食店,2012,3,481,59874452,36705787,35152216,11787086,14828934,1198383,394183,23168665,15382388,59874452,24655321,21118243,4349305,1710000,3000000,35219131,34528536,29124301,59758072,56273679,48984634,10773439,7289045,,1232182,,208436,898362,3484393,261699,4087636,3947475,2168100
580333646,ペガサスミシン製造　株式会社,27103_大阪府大阪市福島区,F_製造業,2010,3,239,14446944,6943313,3833077,1767723,2046478,2731927,378559,7503631,1913954,14446944,7818510,5429684,473264,3345892,1045342,6628434,6645732,2990268,4232753,5735058,4123259,109494,1611799,99288,414529,,,26955,-1502304,163571,-504755,-254218,-1353830
580333646,ペガサスミシン製造　株式会社,27103_大阪府大阪市福島区,F_製造業,2011,3,224,14634329,6886494,4135379,1773154,2348046,2392837,358529,7747835,1822409,14634329,7765463,5600526,526799,3237232,738108,6868866,6898780,3242517,6509123,7142646,5505705,1003417,1636941,110936,393110,,,22511,-633524,141932,-67472,306154,252248
580333646,ペガサスミシン製造　株式会社,27103_大阪府大阪市福島区,F_製造業,2012,3,229,13988487,6540764,3638758,860586,2535251,2678026,224247,7447722,1757087,13988487,7506287,5537891,399376,3306577,831544,6482199,6513872,2857224,6498115,6797735,5112083,1386031,1685652,151596,379314,,,20236,-299621,149881,-377115,-283989,-339391
